Categoria,Desconto,Preço,Produto,Unnamed: 0
Processadores,,1399.99,"Processador Intel Core i5-13400, 4.6GHz Max Turbo, Cache 20MB, 10 Núcleos, 16 Threads, LGA 1700, Vídeo Integrado - BX8071513400",38
Processadores,,2998.99,"Processador AMD Ryzen 9 7900X, 5.6GHz Max Turbo, Cache 76MB, AM5, 12 Núcleos, Vídeo Integrado - 100-100000589WOF",39
SSD,-13%,369.99,"SSD 1 TB Kingston NV2, M.2 2280 PCIe, NVMe, Leitura: 3500 MB/s e Gravação: 2100 MB/s - SNV2S/1000G",0
SSD,-20%,259.99,"SSD SATA WD Green, 480GB, 2.5"", Leitura: 545MB/s e Gravação: 430MB/s, Preto - WDS480G3G0A",1
SSD,-16%,799.99,"SSD Kingston Fury Renegade, 1 TB, M.2 2280, PCIe 4.0 x4, NVMe, Leitura: 7300 MB/s, Gravação: 6000 MB/s, Compatível com PS5 - SFYRS/1000G",2
SSD,-9%,199.99,"SSD Kingston A400, 480 GB, SATA III, 2.5"", Leitura: 500 MB/s, Gravação: 450 MB/s, Preto - SA400S37/480G",3
SSD,-10%,349.99,"SSD Kingston A400, 960 GB, SATA III, 2.5"", Leitura: 500 MB/s, Gravação: 450 MB/s, Preto - SA400S37/960G",4
SSD,-27%,289.99,"SSD Kingston NV2, 500 GB, M.2 2280, PCIe 4.0 x4, NVMe, Leitura: 3500 MB/s, Gravação: 2100 MB/s, Azul - SNV2S/500G",5
SSD,-7%,178.99,"SSD Kingston A400, 240 GB, SATA III, 2.5"", Leitura: 500 MB/s, Gravação: 350 MB/s, Preto - SA400S37/240G",6
SSD,-26%,394.19,"SSD 1TB Kingston Nv2, M.2 2280 PCIe, NVMe, Leitura 3500MB/s, Gravação 2100MB/s - Snv2s/1000g",7
SSD,-13%,79.99,"SSD SATA Rise Mode Line, 120GB, 2.5"", Leitura 535MB/s, Gravação 435MB/s, Preto - RM-SSD-120",8
SSD,-20%,509.99,"SSD Kingston NV3, 1 TB, M.2 2280, PCIe 4.0 x4, NVMe, Leitura: 6000 MB/s, Gravação: 4000 MB/s, Azul - SNV3S/1000G",9
SSD,-22%,138.99,"SSD SATA Adata SU650, 240GB, 2.5"", Leitura: 520MB/s e Gravação: 450MB/s, Preto - ASU650SS-240GT-R",10
SSD,-4%,129.99,"SSD 256GB KBM! Gaming, SATA III, leitura 500mbs/ Gravacao 450mbs - KGSSD110256",11
SSD,-28%,949.99,"SSD Kingston NV2, 2 TB, M.2 2280, PCIe 4.0 x4, NVMe, Leitura: 3500 MB/s, Gravação: 2800 MB/s, Azul - SNV2S/2000G",12
SSD,-11%,279.99,"SSD Adata Legend 710, 512GB, M.2 2280 PCIe GEN3x4, NVMe 1.4, Leitura: 2.400 MB/s e Gravação: 1.800 MB/s, Azul - ALEG-710-512GCS",13
SSD,-9%,549.99,"SSD Kingston KC3000, 1 TB, M.2 2280, PCIe 4.0 x4, NVMe, Leitura: 7000 MB/s, Gravação: 6000 MB/s, Preto - SKC3000S/1024G",14
SSD,-11%,69.99,"SSD 128GB KBM! Gaming, SATA III, leitura 500mbs/ Gravacao 450mbs - KGSSD110128",15
SSD,-8%,479.99,"SSD 1TB SanDisk Plus NVMe, M.2, PCle, Gen3, Leitura 3.200 e Gravação acima de 3.200 - SDSSDA3N-1T00-G26",16
SSD,-12%,19.99,"Kingston Adaptador de SSD 2,5, para Baia 3,5 - SNA-BR2/35",17
SSD,-12%,358.99,"SSD SATA WD Green, 1TB, 2.5"", Leitura: 545MB/s e Gravação: 550MB/s, Preto - WDS100T3G0A",18
SSD,-19%,99.99,"SSD Rise Mode Gamer Z Series 128GB, Sata, Leitura: 535MB/s e Gravação: 435MB/s - RM-SSD-128",19
SSD,-6%,119.99,"SSD SATA Adata SU650, 120GB, 2.5"", Leitura: 520MB/s e Gravação: 450MB/s, Preto - ASU650SS-120GT-R",20
SSD,-9%,159.99,"SSD PCIe Lexar Internal NM620, 256GB, Leitura 3500MB/s e Gravação 1300MB/s, Preto - LNM620X256G-RNNNU",21
SSD,-21%,449.99,"SSD ADATA 1TB, M.2 2280, NVME, PCIe gen 4x4, Leitura: 3.500MB/s e Gravação: 2.800MB/s - ALEG-800-1000GCS",22
SSD,-14%,219.99,"SSD Kingston NV2 250 GB, M.2 2280 PCIe, NVMe, Leitura: 3000 MB/s e Gravação: 1300 MB/s - SNV2S/250G",23
SSD,-11%,159.99,"SSD SATA Crucial BX500, 240GB, 2.5"", Leitura: 540MB/s e Gravação: 500MB/s, Preto - CT240BX500SSD1",24
SSD,,229.99,"SSD 480 GB WD Green, M.2, Leitura: 545MB/s - WDS480G3G0B",25
SSD,,219.99,"SSD 512GB KBM! Gaming, SATA III, Leitura 520 MB/s, Gravação 450 MB/s - KGSSD110512",26
SSD,,139.99,"SSD SATA Lexar, 240GB, 2.5"", Leitura 550MB/s, Cinza - LNQ100X240G-RNNNU",27
SSD,,299.99,"SSD PCIe Lexar Internal NM620, 512GB, Leitura 3500MB/s e Gravação 2400MB/s, Preto - LNM620X512G-RNNNU",28
SSD,,175.99,"SSD SATA WD Green, 240GB, 2.5"", Leitura: 545MB/s e Gravação: 430MB/s, Preto - WDS240G3G0A",29
SSD,,334.99,"SSD Kingston NV3, 500 GB, M.2 2280, PCIe 4.0 x4, NVMe, Leitura: 5000 MB/s, Gravação: 3000 MB/s, Azul - SNV3S/500G",30
SSD,,679.99,"SSD ADATA XPG 1TB, S70 Blade, PCIe Gen4x4, M.2 2280, NVMe, Leitura: 7400MB/s e Gravação: 5500MB/s, 3D NAND - AGAMMIXS70B-1T-CS",31
SSD,,269.99,"SSD SATA Sandisk, 480GB, 2.5"" Leitura: 535MB/s e Gravação: 445MB/s Preto - SDSSDA-480G-G26",32
SSD,,129.99,"SSD SATA Patriot Burst Elite, 240GB, 2.5"", Leitura: 450MB/s e Gravação: 320MB/s, Preto - PBE240GS25SSDR",33
SSD,,549.99,"SSD Externo Kingston XS1000, 1 TB, USB 3.2 Gen 2x2, Portátil, Leitura: 1050 MB/s, Gravação: 1050 MB/s, Preto - SXS1000/1000G",34
SSD,,169.99,"SSD Rise Mode Gamer Z Series 256GB, Sata, Leitura: 535MB/s e Gravação: 435MB/s - RM-SSD-256",35
SSD,,169.99,"SSD 240 GB WD Green, M.2, Leitura: 545MB/s - WDS240G3G0B",36
SSD,,1149.99,"SSD 2TB XPG S70 Blade, PCIe Gen4x4, M.2 NVMe, Leitura: 7400MB/s e Gravação: 6400MB/s, 3D NAND - AGAMMIXS70B-2T-CS",37
SSD,,309.99,"SSD 500GB SanDisk Plus NVMe, M.2, PCle, Gen3, Leitura 2400MB/s e Gravação 2400MB/s - SDSSDA3N-500G-G26",38
SSD,,239.99,"SSD 500GB Crucial BX500 SATA, 3D NAND, Leitura: 540Mb/s e Gravação: 500Mb/s - CT500BX500SSD1",39
